id,rooms_num,free_rooms_amount,rooms_occupancy_percent,max_capacity,date
10553_101hotels,15,7,46.666666666666664,14,2025-03-22
658131_101hotels,7,1,14.285714285714286,4,2025-03-22
15486_101hotels,22,9,40.90909090909091,18,2025-03-22
10535_101hotels,15,6,40.0,16,2025-03-22
659075_101hotels,30,6,20.0,12,2025-03-22
660481_101hotels,17,16,94.11764705882354,33,2025-03-22
10562_101hotels,12,3,25.0,41,2025-03-22
667475_101hotels,72,1,1.3888888888888888,2,2025-03-22
671631_101hotels,12,3,25.0,9,2025-03-22
411742_101hotels,27,14,51.851851851851855,28,2025-03-22
10564_101hotels,10,6,60.0,14,2025-03-22
33872_101hotels,22,20,90.9090909090909,58,2025-03-22
140778_101hotels,128,29,22.65625,58,2025-03-22
224_101hotels,163,45,27.607361963190183,90,2025-03-22
220_101hotels,280,34,12.142857142857142,64,2025-03-22
2397_101hotels,208,60,28.846153846153847,120,2025-03-22
189360_101hotels,16,9,56.25,17,2025-03-22
671064_101hotels,28,19,67.85714285714286,38,2025-03-22
13173_101hotels,120,56,46.666666666666664,112,2025-03-22
560072_101hotels,73,21,28.767123287671232,42,2025-03-22
6013_101hotels,28,13,46.42857142857143,26,2025-03-22
14080_101hotels,30,19,63.333333333333336,35,2025-03-22
17090_101hotels,21,7,33.333333333333336,12,2025-03-22
222_101hotels,30,6,20.0,12,2025-03-22
421457_101hotels,40,13,32.5,26,2025-03-22
560073_101hotels,44,3,6.818181818181818,5,2025-03-22
100517_101hotels,23,15,65.21739130434783,30,2025-03-22
654278_101hotels,30,13,43.333333333333336,29,2025-03-22
666434_101hotels,24,12,50.0,24,2025-03-22
7178_101hotels,35,5,14.285714285714286,5,2025-03-22
485323_101hotels,25,13,52.0,29,2025-03-22
663295_101hotels,104,55,52.88461538461539,110,2025-03-22
226_101hotels,68,5,7.352941176470588,6,2025-03-22
230_101hotels,56,23,41.07142857142857,40,2025-03-22
4398_101hotels,21,11,52.38095238095238,29,2025-03-22
13519_101hotels,48,6,12.5,13,2025-03-22
7190_101hotels,23,18,78.26086956521739,31,2025-03-22
406989_101hotels,48,28,58.333333333333336,56,2025-03-22
662868_101hotels,3,1,33.333333333333336,2,2025-03-22
14970_101hotels,26,5,19.23076923076923,15,2025-03-22
666294_101hotels,6,2,33.333333333333336,19,2025-03-22
654635_101hotels,4,2,50.0,4,2025-03-22
4060_101hotels,14,4,28.571428571428573,8,2025-03-22
510819_101hotels,8,3,37.5,28,2025-03-22
14164_101hotels,7,3,42.857142857142854,10,2025-03-22
29907_101hotels,26,5,19.23076923076923,10,2025-03-22
655564_101hotels,11,3,27.272727272727273,6,2025-03-22
227_101hotels,64,32,50.0,53,2025-03-22
610841_101hotels,10,7,70.0,17,2025-03-22
7027_101hotels,10,3,30.0,11,2025-03-22
4397_101hotels,14,3,21.428571428571427,6,2025-03-22
514851_101hotels,39,22,56.41025641025641,55,2025-03-22
662650_101hotels,7,2,28.571428571428573,8,2025-03-22
649990_101hotels,12,2,16.666666666666668,4,2025-03-22
378505_101hotels,7,4,57.142857142857146,26,2025-03-22
658204_101hotels,5,3,60.0,8,2025-03-22
231_101hotels,58,1,1.7241379310344827,2,2025-03-22
654332_101hotels,11,2,18.181818181818183,4,2025-03-22
514581_101hotels,7,2,28.571428571428573,3,2025-03-22
14127_101hotels,9,2,22.22222222222222,5,2025-03-22
666722_101hotels,7,1,14.285714285714286,5,2025-03-22
560074_101hotels,23,6,26.08695652173913,9,2025-03-22
9536_101hotels,16,11,68.75,17,2025-03-22
485325_101hotels,18,11,61.111111111111114,32,2025-03-22
666215_101hotels,5,1,20.0,2,2025-03-22
10672_101hotels,6,1,16.666666666666668,3,2025-03-22
670703_101hotels,3,1,33.333333333333336,2,2025-03-22
660799_101hotels,7,7,100.0,45,2025-03-22
6855_101hotels,27,19,70.37037037037037,42,2025-03-22
514527_101hotels,15,9,60.0,13,2025-03-22
658823_101hotels,5,3,60.0,10,2025-03-22
658692_101hotels,7,2,28.571428571428573,4,2025-03-22
660703_101hotels,3,3,100.0,6,2025-03-22
661097_101hotels,18,11,61.111111111111114,50,2025-03-22
663773_101hotels,12,7,58.333333333333336,14,2025-03-22
221_101hotels,58,12,20.689655172413794,20,2025-03-22
605_101hotels,67,7,10.447761194029852,14,2025-03-22
14079_101hotels,23,13,56.52173913043478,26,2025-03-22
48009_101hotels,84,64,76.19047619047619,128,2025-03-22
421726_101hotels,12,4,33.333333333333336,6,2025-03-22
559557_101hotels,30,5,16.666666666666668,7,2025-03-22
669566_101hotels,25,5,20.0,7,2025-03-22
651714_101hotels,9,7,77.77777777777777,20,2025-03-22
669748_101hotels,8,5,62.5,9,2025-03-22
9394_101hotels,92,40,43.47826086956522,45,2025-03-22
