id,rooms_num,free_rooms_amount,rooms_occupancy_percent,max_capacity,date
10535_101hotels,15,6,40.0,16,2025-03-21
625719_101hotels,7,4,57.142857142857146,9,2025-03-21
659075_101hotels,30,7,23.333333333333332,14,2025-03-21
660481_101hotels,17,17,100.0,35,2025-03-21
652511_101hotels,9,1,11.11111111111111,2,2025-03-21
10562_101hotels,12,10,83.33333333333333,55,2025-03-21
671631_101hotels,12,3,25.0,9,2025-03-21
411742_101hotels,27,18,66.66666666666667,36,2025-03-21
10564_101hotels,10,3,30.0,8,2025-03-21
33872_101hotels,22,19,86.36363636363636,53,2025-03-21
140778_101hotels,128,8,6.25,16,2025-03-21
224_101hotels,163,53,32.515337423312886,106,2025-03-21
220_101hotels,280,26,9.285714285714286,42,2025-03-21
2397_101hotels,208,36,17.307692307692307,72,2025-03-21
671064_101hotels,28,4,14.285714285714286,7,2025-03-21
13173_101hotels,120,53,44.166666666666664,106,2025-03-21
560072_101hotels,73,12,16.438356164383563,24,2025-03-21
6013_101hotels,28,6,21.428571428571427,13,2025-03-21
14080_101hotels,30,20,66.66666666666667,35,2025-03-21
17090_101hotels,21,4,19.047619047619047,8,2025-03-21
222_101hotels,30,3,10.0,6,2025-03-21
421457_101hotels,40,15,37.5,30,2025-03-21
560073_101hotels,44,19,43.18181818181818,36,2025-03-21
100517_101hotels,23,11,47.82608695652174,22,2025-03-21
666434_101hotels,24,11,45.833333333333336,22,2025-03-21
7178_101hotels,35,24,68.57142857142857,43,2025-03-21
663295_101hotels,104,54,51.92307692307692,108,2025-03-21
230_101hotels,56,17,30.357142857142858,28,2025-03-21
4398_101hotels,21,8,38.095238095238095,18,2025-03-21
10621_101hotels,12,1,8.333333333333334,4,2025-03-21
13519_101hotels,48,13,27.083333333333332,29,2025-03-21
669053_101hotels,1,1,100.0,2,2025-03-21
7190_101hotels,23,19,82.6086956521739,34,2025-03-21
406989_101hotels,48,16,33.333333333333336,32,2025-03-21
662868_101hotels,3,1,33.333333333333336,2,2025-03-21
14970_101hotels,26,3,11.538461538461538,17,2025-03-21
462906_101hotels,31,2,6.451612903225806,8,2025-03-21
8802_101hotels,19,3,15.789473684210526,6,2025-03-21
666294_101hotels,6,2,33.333333333333336,16,2025-03-21
4060_101hotels,14,6,42.857142857142854,12,2025-03-21
510819_101hotels,8,2,25.0,12,2025-03-21
14164_101hotels,7,3,42.857142857142854,8,2025-03-21
481664_101hotels,13,1,7.6923076923076925,2,2025-03-21
29907_101hotels,26,4,15.384615384615385,8,2025-03-21
653724_101hotels,6,2,33.333333333333336,4,2025-03-21
655564_101hotels,11,8,72.72727272727273,15,2025-03-21
227_101hotels,64,18,28.125,32,2025-03-21
610841_101hotels,10,5,50.0,12,2025-03-21
7027_101hotels,10,7,70.0,23,2025-03-21
4397_101hotels,14,2,14.285714285714286,4,2025-03-21
662866_101hotels,6,4,66.66666666666667,8,2025-03-21
514851_101hotels,39,22,56.41025641025641,55,2025-03-21
662650_101hotels,7,4,57.142857142857146,16,2025-03-21
649990_101hotels,12,3,25.0,6,2025-03-21
667604_101hotels,1,1,100.0,2,2025-03-21
670249_101hotels,2,1,50.0,2,2025-03-21
378505_101hotels,7,4,57.142857142857146,21,2025-03-21
658204_101hotels,5,1,20.0,4,2025-03-21
231_101hotels,58,1,1.7241379310344827,2,2025-03-21
654332_101hotels,11,2,18.181818181818183,4,2025-03-21
514581_101hotels,7,3,42.857142857142854,5,2025-03-21
14127_101hotels,9,2,22.22222222222222,3,2025-03-21
666722_101hotels,7,2,28.571428571428573,8,2025-03-21
560074_101hotels,23,6,26.08695652173913,9,2025-03-21
9536_101hotels,16,12,75.0,18,2025-03-21
485325_101hotels,18,12,66.66666666666667,36,2025-03-21
10672_101hotels,6,2,33.333333333333336,5,2025-03-21
667749_101hotels,3,1,33.333333333333336,2,2025-03-21
669838_101hotels,3,1,33.333333333333336,2,2025-03-21
669769_101hotels,1,1,100.0,2,2025-03-21
670703_101hotels,3,1,33.333333333333336,2,2025-03-21
670789_101hotels,1,1,100.0,5,2025-03-21
660799_101hotels,7,7,100.0,44,2025-03-21
6855_101hotels,27,16,59.25925925925926,36,2025-03-21
514527_101hotels,15,9,60.0,14,2025-03-21
658823_101hotels,5,3,60.0,10,2025-03-21
660703_101hotels,3,3,100.0,6,2025-03-21
661097_101hotels,18,11,61.111111111111114,50,2025-03-21
663773_101hotels,12,5,41.666666666666664,10,2025-03-21
218_101hotels,10,2,20.0,6,2025-03-21
221_101hotels,58,9,15.517241379310345,15,2025-03-21
605_101hotels,67,4,5.970149253731344,8,2025-03-21
14079_101hotels,23,16,69.56521739130434,34,2025-03-21
48009_101hotels,84,67,79.76190476190476,134,2025-03-21
421726_101hotels,12,6,50.0,8,2025-03-21
559557_101hotels,30,5,16.666666666666668,7,2025-03-21
669566_101hotels,25,5,20.0,7,2025-03-21
651714_101hotels,9,7,77.77777777777777,20,2025-03-21
669748_101hotels,8,6,75.0,11,2025-03-21
665625_101hotels,7,3,42.857142857142854,12,2025-03-21
9394_101hotels,92,29,31.52173913043478,33,2025-03-21
