id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
462906_101hotels,31,10,32.25806451612903,38,2025-03-25
8802_101hotels,19,1,5.2631578947368425,2,2025-03-25
666294_101hotels,6,3,50.0,29,2025-03-25
654635_101hotels,4,2,50.0,4,2025-03-25
4060_101hotels,14,8,57.142857142857146,16,2025-03-25
510819_101hotels,8,3,37.5,68,2025-03-25
14164_101hotels,7,6,85.71428571428571,19,2025-03-25
481664_101hotels,13,3,23.076923076923077,6,2025-03-25
29907_101hotels,26,3,11.538461538461538,6,2025-03-25
655564_101hotels,11,11,100.0,22,2025-03-25
227_101hotels,64,26,40.625,44,2025-03-25
610841_101hotels,10,8,80.0,21,2025-03-25
7027_101hotels,10,3,30.0,9,2025-03-25
4397_101hotels,14,5,35.714285714285715,10,2025-03-25
662866_101hotels,6,1,16.666666666666668,2,2025-03-25
514851_101hotels,39,22,56.41025641025641,55,2025-03-25
669211_101hotels,1,1,100.0,4,2025-03-25
662650_101hotels,7,5,71.42857142857143,11,2025-03-25
649990_101hotels,12,1,8.333333333333334,2,2025-03-25
667678_101hotels,1,1,100.0,2,2025-03-25
670249_101hotels,2,1,50.0,2,2025-03-25
378505_101hotels,7,7,100.0,33,2025-03-25
658204_101hotels,5,1,20.0,2,2025-03-25
231_101hotels,58,1,1.7241379310344827,2,2025-03-25
654332_101hotels,11,1,9.090909090909092,2,2025-03-25
514581_101hotels,7,2,28.571428571428573,3,2025-03-25
14127_101hotels,9,2,22.22222222222222,5,2025-03-25
666722_101hotels,7,1,14.285714285714286,6,2025-03-25
669236_101hotels,7,1,14.285714285714286,2,2025-03-25
650983_101hotels,7,3,42.857142857142854,12,2025-03-25
560074_101hotels,23,6,26.08695652173913,9,2025-03-25
9536_101hotels,16,13,81.25,22,2025-03-25
485325_101hotels,18,9,50.0,26,2025-03-25
10672_101hotels,6,5,83.33333333333333,11,2025-03-25
655145_101hotels,7,1,14.285714285714286,2,2025-03-25
655207_101hotels,1,1,100.0,4,2025-03-25
665414_101hotels,3,1,33.333333333333336,4,2025-03-25
669838_101hotels,3,1,33.333333333333336,2,2025-03-25
670703_101hotels,3,3,100.0,6,2025-03-25
660799_101hotels,7,7,100.0,42,2025-03-25
6855_101hotels,27,3,11.11111111111111,6,2025-03-25
514527_101hotels,15,4,26.666666666666668,7,2025-03-25
658823_101hotels,5,3,60.0,10,2025-03-25
658692_101hotels,7,1,14.285714285714286,3,2025-03-25
660703_101hotels,3,3,100.0,6,2025-03-25
661097_101hotels,18,11,61.111111111111114,51,2025-03-25
663773_101hotels,12,13,108.33333333333333,26,2025-03-25
653874_101hotels,4,1,25.0,2,2025-03-25
605_101hotels,67,5,7.462686567164179,10,2025-03-25
14079_101hotels,23,16,69.56521739130434,34,2025-03-25
48009_101hotels,84,42,50.0,84,2025-03-25
421726_101hotels,12,7,58.333333333333336,8,2025-03-25
559557_101hotels,30,4,13.333333333333334,6,2025-03-25
669566_101hotels,25,5,20.0,7,2025-03-25
651714_101hotels,9,7,77.77777777777777,20,2025-03-25
669748_101hotels,8,4,50.0,7,2025-03-25
671748_101hotels,1,1,100.0,4,2025-03-25
668236_101hotels,3,1,33.333333333333336,4,2025-03-25
665625_101hotels,7,6,85.71428571428571,24,2025-03-25
9394_101hotels,92,4,4.3478260869565215,6,2025-03-25
